Cty,LC,R/T,Descr
706,01,014,ENT EXTENS GARANTIE
706,01,016,REDEVANCE ENTRETIEN
706,01,017,PASSAGE DE LOC A VENTE
706,01,018,MAINTENANCE
706,01,019,AVENANT LONGUE DUREE
706,01,020,VENTES
706,01,023,REDEVANCE LOCATION LOGICIEL
706,01,027,EDUCATION
706,01,028,PLAN FORMATION ENTREPRISE
706,01,030,REDEVANCE LOCATION LOGICIEL
706,01,031,REDEVANCE LOCATION
706,01,032,REDEVANCE LOCATION MATERIEL
706,01,034,REDEVANCE ENTRETIEN
706,01,037,FIE STANDARD
706,01,039,FORUM / SYMPOSIUM
706,01,042,VENTES PIECES DETACHEES
706,01,043,TIERS FORMATEUR VAR
706,01,044,TIERS FORMATEUR DISTRIB
706,01,045,TIERS FORMATEUR AGENT
706,01,046,TIERS FORMATEUR NON PART
706,01,047,PLAN FORMATION ENTREPRISE
706,01,050,VENTES
706,01,057,VENTES
706,01,062,VENTES IBIS
706,01,065,SERVICES PROFESSIONNELS
706,01,066,VENTE ANALYSE LABORAT
706,01,072,SERVICES PROFESSIONNELS
706,01,073,VENTE DECHETS
706,01,075,INTEGRATION SYSTEME
706,01,078,SERVICES FORFAITAIRES
706,01,080,VENTES
706,01,085,VENTES
706,01,086,VENTES
706,01,087,VENTES
706,01,089,REDEV UTILISATION
706,01,090,SERVICES PROFESSIONNELS
706,01,091,SERVICES PROFESSIONNELS
706,01,096,VENTES PIECES DETACHEES
706,01,097,VENTES PIECES DETACHEES
706,01,1ER,OEM
706,01,2ER,VENTES NEUVES
706,01,3ER,LOGICIEL VWA
706,01,4ER,MAINTENANCE PLU ALD
706,01,6ER,MAINTENANCE PLU ALD
706,01,7ER,MAINTENANCE DP AN
706,01,8ER,VENTES INSTALLEES
706,01,9ER,VENTES CONTRE RBT
706,01,ABT,VENTES
706,01,AER,LOC DP MENS
706,01,AJO,PENALITES DE RETARD
706,01,AJU,SERVICES
706,01,ASC,ASCENTIAL MIGRATION
706,01,AUT,DIVERS
706,01,AXO,MIGRATION FIDGI CARS
706,01,BDL,VENTE MATERIEL PAR LOT
706,01,BDX,BORDEAUX
706,01,BER,LOCAT FORF
706,01,BLD,SERVICES
706,01,BLP,MAINTENANCE CHIS
706,01,BRO,BROCHURES
706,01,CER,HEURES SUP
706,01,CFA,SERVICES
706,01,CFB,SERVICES
706,01,CFC,SERVICES
706,01,CFD,SERVICES
706,01,CFE,SERVICES
706,01,CFF,SERVICES
706,01,CFG,SERVICES
706,01,CFH,SERVICES
706,01,CFI,DPA
706,01,CFJ,SERVICES
706,01,CFK,SERVICES
706,01,CFL,SERVICES
706,01,CFZ,SERVICES
706,01,CGI,FACTURES EX CGI
706,01,CO1,COGNOS MIGRATION
706,01,CO2,COGNOS MIGRATION
706,01,COF,COMMERCIALLY FINANCED
706,01,CPQ,VENTES MATERIEL
706,01,CSI,CONTRAT SOLUTION IBM
706,01,DAS,SERVICES FACT BILMAN
706,01,DAT,DATAMIRROR MIGRATION
706,01,DAV,VENTES FACT BILMAN
706,01,DER,ENTRETIEN DP
706,01,DLD,IEMS
706,01,DLT,FACTURATION
706,01,DOE,OFF SHORE
706,01,DOS,SERVICES DOM
706,01,DOV,VENTES DOM
706,01,DPA,DPA
706,01,DPS,SW PRE-PACKAGED SERVICES
706,01,DSM,IPLA MIGRATION
706,01,DSQ,SERVICES
706,01,DSW,IPLA
706,01,EDF,SERVICES FORMATION
706,01,EDU,IBIS 27 28 37 43 44 45 46 47
706,01,EER,INTERVENT DP
706,01,EIC,FACTURES EX EUREQUIP/INTEXIS/
706,01,ELT,SERVICES FORMATION
706,01,EMI,VENTE DE MATERIEL
706,01,ERP,REDEVANCE LOCATION SCE IGS
706,01,ES1,TEST ESW
706,01,ES2,TEST ESW
706,01,ESQ,SERVICES
706,01,ESS,SERVICES ESSONNES
706,01,ESV,VENTES ESSONNES
706,01,ESW,SERVICES AU FORFAIT
706,01,EUR,MIGRATION FIDGI CARS
706,01,FBC,SERVICES AU FORFAIT PWCC
706,01,FER,ASSIST DP SAT
706,01,FLT,SERVICES FORFAIT
706,01,FNF,REDEVANCE LOCATION SCE IGS
706,01,FNT,FILENET MIGRATION
706,01,FOR,SERVICES AU FORFAIT
706,01,FSO,MIGRATION CONTRATS SO
706,01,FSQ,SERVICES
706,01,GEO,GEODIS PROCUREMENT
706,01,GER,EDUCATION DP
706,01,GPP,GEODIS P2P
706,01,HER,VENTES NEUVES
706,01,HRT,HRT&M MIGRATION
706,01,HRW,VENTE DE MATERIEL
706,01,IDS,SERVICES OUTRE MER
706,01,IDV,VENTES OUTRE MER
706,01,IER,LPC
706,01,IFX,INFORMIX
706,01,ISQ,SERVICES
706,01,ISS,ISS MIGRATION
706,01,JER,DIVERS DP
706,01,KER,VENTES PIECES DETAC
706,01,LER,TRAVAUX SP
706,01,LGL,REDEVANCE LOGICIEL
706,01,LPC,PENALITES DE RETARD
706,01,LPD,IPLA
706,01,LPS,LOTUS PROFESSIONAL SERVICES
706,01,LTS,FORMATION
706,01,LYD,MIGRATION FIDGI CARS
706,01,MAN,VENTE
706,01,MAS,SERVICES FACTURES MANUELLES
706,01,MAV,VENTES FACT MANUELLES
706,01,MAX,ODYSSEY
706,01,MER,TELETRAITEMENT SB
706,01,MLT,CONTRAT DE SOLUTION
706,01,MOP,MONTPELLIER
706,01,MRO,MRO MIGRATION
706,01,MSQ,SERVICES
706,01,NBC,REDEVANCE LOCATION PWCC
706,01,NER,VENTES NON N
706,01,NKB,VENTE DE MATERIEL
706,01,NSE,FACTURATION E.BUSINESS
706,01,OEM,OEM
706,01,PC0,PC0
706,01,PER,FOURNITURES DP
706,01,PNG,REDEVANCE LOGICIEL
706,01,PON,VENTES
706,01,PRD,VENTES DE PRODUIT
706,01,PRN,PRINCETON MIGRATION
706,01,PWC,PWC MIGRATION
706,01,QER,BROCHURES DP
706,01,RBC,SERVICES EN REGIE PWCC
706,01,RDV,REDEVANCE LOGICIEL
706,01,REG,SERVICES EN REGIE
706,01,REP,REDEVANCE LOCATION SCE IGS
706,01,RER,ERIC
706,01,RLT,SERVICES REGIE
706,01,RSO,MIGRATION CONTRAT SO
706,01,RSQ,SERVICES
706,01,SAP,SAP
706,01,SCE,SERVICES
706,01,SEP,FACTURES EX SEPRIM
706,01,SER,FOR REG 0F 0R 65 72 90 91
706,01,SFW,REDEVANCE LOGICIEL
706,01,SLT,CONTRAT DE SERVICE ET SUPPORT
706,01,SSU,REDEVANCE ENTRETIEN
706,01,STD,SERVICES
706,01,STK,STK MIGRATION
706,01,TER,INT STAG OFF
706,01,TL1,TELELOGIC W2 MIGRATION
706,01,TVA,RECTIF TVA
706,01,TVB,RECTIF TVB
706,01,UER,FOURNIT OP
706,01,UPO,DIVERS
706,01,USE,VENTE DE MATERIEL
706,01,VER,MAINTEN OP
706,01,VSQ,SERVICES
706,01,WER,INTERV OP BL
706,01,XER,VENTES DOM
706,02,010,CREDIT BAIL
706,02,020,REDEVANCE MATERIELS/LOGICIELS/
706,02,030,OUVERTURE CREDIT
706,02,031,CREDIT GRATUIT IFF
706,02,050,REDEVANCE MATERIELS/LOGICIELS/
706,02,060,REDEVANCE MATERIELS/LOGICIELS/
706,02,072,PLAN DE PAIEMENT ECHEL (HARD)
706,02,080,VENTE DE MATERIEL
706,02,085,REDEVANCE DE MIGRATION
706,02,086,INDEMNITIE DE RESILIATION
706,02,087,RBT ANTICIPE DE PRET
706,02,088,INDEM. DE RESILIATION DE PRET
706,02,CES,CESSION DE CREANCES
706,02,CFA,REGUL TRASI
706,02,CFE,INDEMNITES DE RETARD
706,02,CFG,REGUL SUR LOYERS
706,02,CFH,VENTE SUR STOCK
706,02,CFJ,REDEVANCE
706,02,CFK,PENALTIES SOCIETIE 07
706,02,CFL,REGULS REMARKETING
706,02,CFZ,DIVERS
706,02,D02,DIVERS SOCIETE 02
706,02,D03,DIVERS SOCIETE 03
706,02,D07,DIVERS SOCIETE 07
706,02,DPA,DPA
706,02,LPC,PENALITES DE RETARD
706,02,NDD,CESSION DE CREANCE
706,02,PPE,PLAN DE PAIEMENT ECHE (SERV)
706,02,PPH,PLAN DE PAIEMENT ECHE (HARD)
706,03,010,CREDIT BAIL
706,03,020,REDEVANCE MATERIELS/LOGICIELS/
706,03,030,OUVERTURE CREDIT
706,03,031,CREDIT GRATUIT IFF
706,03,050,REDEVANCE MATERIELS/LOGICIELS/
706,03,060,REDEVANCE MATERIELS/LOGICIELS/
706,03,072,PLAN DE PAIEMENT ECHEL (HARD)
706,03,080,VENTE DE MATERIEL
706,03,085,REDEVANCE DE MIGRATION
706,03,086,INDEMNITIE DE RESILIATION
706,03,087,RBT ANTICIPE DE PRET
706,03,088,INDEM. DE RESILIATION DE PRET
706,03,CES,CESSION DE CREANCES
706,03,CFA,REGUL TRASI
706,03,CFE,INDEMNITES DE RETARD
706,03,CFG,REGUL SUR LOYERS
706,03,CFH,VENTE SUR STOCK
706,03,CFJ,REDEVANCE
706,03,CFK,PENALTIES SOCIETIE 07
706,03,CFL,REGULS REMARKETING
706,03,CFZ,DIVERS
706,03,D03,DIVERS SOCIETE 03
706,03,D07,DIVERS SOCIETE 07
706,03,DPA,DPA
706,03,LPC,PENALITES DE RETARD
706,03,NDD,CESSION DE CREANCE
706,03,PPE,PLAN DE PAIEMENT ECHE (SERV)
706,03,PPH,PLAN DE PAIEMENT ECHE (HARD)
706,07,010,CREDIT BAIL
706,07,020,REDEVANCE MATERIELS/LOGICIELS/
706,07,030,OUVERTURE CREDIT
706,07,031,CREDIT GRATUIT IFF
706,07,050,REDEVANCE MATERIELS/LOGICIELS/
706,07,060,REDEVANCE MATERIELS/LOGICIELS/
706,07,072,PLAN DE PAIEMENT ECHEL (HARD)
706,07,080,VENTE DE MATERIEL
706,07,085,REDEVANCE DE MIGRATION
706,07,086,INDEMNITIE DE RESILIATION
706,07,087,RBT ANTICIPE DE PRET
706,07,088,INDEM. DE RESILIATION DE PRET
706,07,CES,CESSION DE CREANCES
706,07,CFA,REGUL TRASI
706,07,CFE,INDEMNITES DE RETARD
706,07,CFG,REGUL SUR LOYERS
706,07,CFH,VENTE SUR STOCK
706,07,CFJ,REDEVANCE
706,07,CFK,PENALTIES SOCIETIE 07
706,07,CFL,REGULS REMARKETING
706,07,CFZ,DIVERS
706,07,D03,DIVERS SOCIETE 03
706,07,D07,DIVERS SOCIETE 07
706,07,DPA,DPA
706,07,LPC,PENALITES DE RETARD
706,07,NDD,CESSION DE CREANCE
706,07,PPE,PLAN DE PAIEMENT ECHE (SERV)
706,07,PPH,PLAN DE PAIEMENT ECHE (HARD)
707,#L,ATT,TSA Charge
707,#L,CAT,SW License Charge
707,#L,COF,Commercial Financing
707,#L,DPC,DPA
707,#L,DSW,Distributed SW Purchase
707,#L,ESW,SW Purchase
707,#L,FTO,FTO Services
707,#L,GBS,Global Business SVCS
707,#L,GPR,GPR Charge
707,#L,GTS,Global Tech SVCS
707,#L,HWP,HW Purchase
707,#L,IPC,IPP
707,#L,ITM,Maintenance Service
707,#L,LEA,Leasing
707,#L,LP1,Late Payment Charge
707,#L,LP2,Interest Charge
707,#L,LP3,Interest Charge
707,#L,LPC,Late Payment Charge
707,#L,MSA,MSA Charge
707,#L,NCU,Other Charges
707,#L,PAR,Parts Stock Purchase
707,#L,PEC,Per Call Service
707,#L,PMT,Multiple Supplies
707,#L,PRE,Prepayment
707,#L,REG,Other Charges
707,#L,SAP,HVEC Purchase
707,#L,SG1,Financed Business
707,#L,SG2,Financed Business
707,#L,SWP,SW Purchase
707,#L,TFN,Defer Payment Business
707,#L,TSA,Transition Support Agreement
707,#L,VAT,VAT Recharge
707,52,GPI,Infoprint GP
708,44,ATT,TSA Charge
708,44,CAT,SW License Charge
708,44,COF,Commercial Financing
708,44,DPC,DPP
708,44,DSW,Distrib SW Purchase
708,44,EWM,SW License Charge
708,44,EWO,SW Purchase
708,44,FTO,FTO Services
708,44,GBS,Global Busin SVCS
708,44,GPI,Infoprint GP
708,44,GPR,GPR Charge
708,44,GTS,Global Tech SVCS
708,44,HWP,HW Purchase
708,44,IPC,IPP
708,44,ITM,Maintenance Service
708,44,LEA,Leasing
708,44,LP1,Late Payment Charge
708,44,LP2,Interest Charge
708,44,LP3,Interest Charge
708,44,LPC,Late Payment Charge
708,44,MSA,MSA Charge
708,44,NCU,Other Charges
708,44,PAR,Parts Stock Purchase
708,44,PEC,Per Call Service
708,44,PMT,Multiple Supplies
708,44,PRE,Prepayment
708,44,REG,Other Charges
708,44,SAP,HVEC Purchase
708,44,SG1,Financed Business
708,44,SG2,Financed Business
708,44,SWP,SW Purchase
708,44,TFN,Defer PMT Business
708,44,TSA,Transition Support Agreement
708,44,VAT,VAT Recharge
724,01,000,Dummy
724,01,101,Kauf Neu
724,01,102,Kauf installiert
724,01,103,Leasingraten
724,01,104,BVB MIETE
724,01,105,MIETE
724,01,108,SE Service ITS
724,01,109,Wartung ITS
724,01,111,DCS Network Service
724,01,113,Schulung
724,01,114,Literatur
724,01,117,Wartung Quartal RG ITS
724,01,118,EAS Quarterly SAP
724,01,119,Quarterly Billing
724,01,121,PC Haendler
724,01,122,PC Haendler
724,01,123,PC Haendler
724,01,129,KISSA Nachberechnung
724,01,134,SW Einmalgebuehren BVB
724,01,135,SW Einmalgebuehren non BVB
724,01,139,Per Call
724,01,141,PC COM
724,01,150,OEM PS
724,01,151,OEM Enterprise
724,01,152,OEM Adstar
724,01,153,OEM Adstar
724,01,154,OEM Enterprise
724,01,155,OEM
724,01,156,OEM Network Systems
724,01,157,OEM Enterprise
724,01,158,Verkaeufe Service
724,01,159,Verkaeufe Service
724,01,160,OEM Retail
724,01,161,OEM Retail
724,01,162,OEM Retail
724,01,163,OEM Retail
724,01,170,Order Desk
724,01,175,MEGANET Forderungen
724,01,176,LOTUS HW u SW Verkaeufe
724,01,177,LOTUS Service Produkte
724,01,180,Hitachi Joint Venture
724,01,203,Leasing faellig
724,01,204,Leasing
724,01,210,Sonstiges
724,01,222,Service Vertrag BCS
724,01,223,Service Vertraege ITS
724,01,224,Service Vertrag SO
724,01,225,Service Vertrag LS
724,01,226,Service Vertrag E Business
724,01,227,Consulting
724,01,228,Software Group
724,01,230,Service Vertrag RSS
724,01,250,Katalog Kauf
724,01,301,Zubehoer
724,01,332,Wartung Pennant
724,01,333,Drucker Pennant
724,01,334,SI Vertraege
724,01,335,SI Vertraege
724,01,336,Miete Pennant
724,01,401,TZ Kauf Neu
724,01,402,Teilzahl Rate
724,01,403,Teilzahl Loan TSO
724,01,404,Teilzahlung
724,01,405,Teilzahlung
724,01,500,Unallocated Cash
724,01,501,KIV
724,01,503,KIV Verzugszinsen
724,01,504,Projekte Ecu und  D Rechnungen
724,01,505,Forderungen aus Dahrlehen
724,01,510,SI Vertraege BCS
724,01,511,Bottom Line Price
724,01,601,Verkaeufe
724,01,603,[{\¦]}~
724,01,604,Leasing
724,01,650,CD Software
724,01,666,AT und T Forderungen
724,01,700,Wechseldiskont
724,01,750,Unearned Interest
724,01,780,Inkasso
724,01,801,Kauf gebrauchter Maschinen
724,01,802,Kauf gebrauchter Maschinen TL
724,01,850,CGI Provision
724,01,901,Trade in
724,01,995,DUMMY RT FUER ABBRUECHE
724,01,999,Auftragsbezogener BEV
724,01,ASC,ASCENTIAL Migration
724,01,BTS,BTS
724,01,CO1,COGNOS MIGRATION
724,01,CO3,COGNOS MIGRATION
724,01,CON,ConsulRisk
724,01,CSG,CSG Migration
724,01,DAT,DATAMIRROR Migration
724,01,DLD,IEMS Billing
724,01,DPS,Pre Packaged Services
724,01,DSM,IPLA migriert
724,01,DSW,IPLA and rational
724,01,ETS,E und TS
724,01,FNT,FileNet
724,01,GEO,GEODIS PROCUREMENT
724,01,GPP,GEODIS P2P
724,01,IFX,Informix
724,01,ILG,ILOG MIGRATION
724,01,ISS,ISS
724,01,ITS,ITS Migration
724,01,LPC,LPC Rechnungen
724,01,LPD,LPC IPLA
724,01,LPS,Lotus Prof Services
724,01,MAF,MAX 2000 Credit Card
724,01,MAX,MAX 2000 Credit Card
724,01,MDT,MDTV Migration
724,01,MRO,MRO Migration
724,01,PC0,PS Com
724,01,PRN,PRINCETON Migration
724,01,PWC,PWC Migration
724,01,SER,SERCON Migration
724,01,STK,Softtec Migration
724,01,TL1,telelogic migration
724,01,UBG,Beratung
724,15,108,Service Leistungen
724,15,210,Sonstiges
724,15,DSW,IPLA
724,15,LPC,LPC
724,15,LPD,IPLA LPC
724,15,S23,IBB
724,15,S24,IBB
724,15,S25,IBB
724,15,S26,IBB
724,16,BTS,BTS
724,16,LPC,LPC
724,16,LPD,IPLA LPC
724,19,LPC,LPC
724,19,LPD,IPLA LPC
724,19,S43,ICG
724,19,S44,ICG
724,19,S45,ICG
724,19,S46,ICG
724,33,LPC,LPC
724,33,LPD,IPLA LPC
724,33,S53,DVO
724,33,S54,DVO
724,33,S55,DVO
724,33,S56,DVO
724,34,650,CD Software
724,34,LPC,LPC
724,34,LPD,IPLA LPC
724,34,S33,ICA
724,34,S34,ICA
724,34,S35,ICA
724,34,S36,ICA
724,36,L36,LPC
724,36,LPD,IPLA LPC
724,36,S14,STR Outsourcing
724,36,S15,STR Outsourcing DISOS
724,36,S16,AMS FUR SO
724,39,510,SI Vertraege
724,39,LPC,LPC
724,39,LPD,IPLA LPC
724,39,S63,IMS
724,39,S64,IMS
724,39,S65,IMS
724,39,S66,IMS
724,48,000,Dummy
724,48,101,Kauf Neu
724,48,102,Kauf installiert
724,48,103,Leasingraten
724,48,104,BVB MIETE
724,48,105,MIETE
724,48,108,SE Service ITS
724,48,109,Wartung ITS
724,48,111,DCS Network Service
724,48,113,Schulung
724,48,114,Literatur
724,48,117,Wartung Quartal RG ITS
724,48,118,EAS Quarterly SAP
724,48,119,Quarterly Billing
724,48,121,PC Haendler
724,48,122,PC Haendler
724,48,123,PC Haendler
724,48,129,KISSA Nachberechnung
724,48,134,SW Einmalgebuehren BVB
724,48,135,SW Einmalgebuehren non BVB
724,48,139,Per Call
724,48,141,PS COM
724,48,150,OEM PS
724,48,151,OEM Enterprise
724,48,152,OEM Adstar
724,48,153,OEM Adstar
724,48,154,OEM Enterprise
724,48,155,OEM
724,48,156,OEM Network Systems
724,48,157,OEM Enterprise
724,48,158,Verkaeufe Service
724,48,159,Verkaeufe Service
724,48,160,OEM Retail
724,48,161,OEM Retail
724,48,162,OEM Retail
724,48,163,OEM Retail
724,48,170,Order Desk
724,48,175,MEGANET Forderungen
724,48,176,LOTUS HW u SW Verkaeufe
724,48,177,LOTUS Service Produkte
724,48,180,Hitachi Joint Venture
724,48,203,Leasing faellig
724,48,204,Leasing
724,48,210,Sonstiges
724,48,222,Service Vertrag BCS
724,48,223,Service Vertraege ITS
724,48,224,Service Vertrag SO
724,48,225,Service Vertrag LS
724,48,226,Service Vertrag E Business
724,48,227,Consulting
724,48,228,Software Group
724,48,230,Service Vertrag RSS
724,48,250,Katalog Kauf
724,48,301,Zubehoer
724,48,332,Wartung Pennant
724,48,333,Drucker Pennant
724,48,334,SI Vertraege
724,48,335,SI Vertraege
724,48,336,Miete Pennant
724,48,401,TZ Kauf Neu
724,48,402,Teilzahl Rate
724,48,403,Teilzahl Loan TSO
724,48,404,Teilzahlng
724,48,405,Teilzahlung
724,48,500,Unallocated Cash
724,48,501,KIV
724,48,503,KIV Verzugszinsen
724,48,504,Projekte Ecu und  D Rechnungen
724,48,505,Forderungen aus Dahrlehen
724,48,510,SI Vertraege BCS
724,48,511,Bottom Line Price
724,48,601,Verkaeufe
724,48,603,Leasing Kauf
724,48,604,Leasing
724,48,650,CD Software
724,48,666,AT und T FORDERUNGEN
724,48,700,Wechseldiskont
724,48,750,Unearned Interest
724,48,780,Inkasso
724,48,801,Kauf gebrauchter Maschinen
724,48,802,Kauf gebrauchter Maschinen TL
724,48,850,CGI Provision
724,48,901,Trade in
724,48,995,DUMMY R/T FUER ABBRUECHE
724,48,999,Auftragsbezogener BEV
724,48,ASC,ASCENTIAL Migration
724,48,CON,ConsulRisk
724,48,DAT,DATAMIRROR Migration
724,48,DLD,IEMS Billing
724,48,DPS,Pre Packaged Services
724,48,DSM,IPLA migriert
724,48,DSW,IPLA and rational
724,48,ETS,E und TS
724,48,FNT,FileNet
724,48,IFX,Informix
724,48,ISS,ISS
724,48,LPC,LPC Rechnungen
724,48,LPD,LPC IPLA
724,48,LPS,Lotus Prof Services
724,48,MAF,MAX 2000 Credit Card
724,48,MAX,MAX 2000 Credit Card
724,48,MRO,MRO Migration
724,48,PC0,PC Com
724,48,PRN,PRINCETON Migration
724,48,PWC,PWC Migration
724,48,STK,Softtec Migration
724,48,UBG,Beratung
724,73,000,Dummy
724,73,101,Kauf Neu
724,73,102,Kauf installiert
724,73,104,BVB MIETE
724,73,105,MIETE
724,73,108,SE Service ITS
724,73,109,Wartung ITS
724,73,111,DCS Network Service
724,73,113,Schulung
724,73,114,Literatur
724,73,117,Wartung Quartal RG ITS
724,73,118,EAS Quarterly SAP
724,73,119,Quarterly Billing
724,73,121,PC Haendler
724,73,122,PC Haendler
724,73,129,KISSA Nachberechnung
724,73,134,SW Einmalgebuehren BVB
724,73,135,SW Einmalgebuehren non BVB
724,73,139,Per Call
724,73,141,PS COM
724,73,150,OEM PS
724,73,151,OEM Enterprise
724,73,152,OEM Adstar
724,73,153,OEM Adstar
724,73,154,OEM Enterprise
724,73,155,OEM
724,73,156,OEM Network Systems
724,73,157,OEM Enterprise
724,73,158,Verkaeufe Service
724,73,159,Verkaeufe Service
724,73,163,OEM Retail
724,73,170,Order Desk
724,73,175,MEGANET Forderungen
724,73,210,Sonstiges
724,73,222,Service Vertrag BCS
724,73,223,Service Vertraege ITS
724,73,224,Service Vertrag SO
724,73,225,Service Vertrag LS
724,73,226,Service Vertrag E Business
724,73,227,Consulting
724,73,228,Software Group
724,73,230,Service Vertrag RSS
724,73,250,Katalog Kauf
724,73,301,Zubehoer
724,73,333,Drucker Pennant
724,73,334,SI Vertraege
724,73,500,Unallocated Cash
724,73,501,KIV
724,73,503,KIV Verzugszinsen
724,73,504,Projekte Ecu und  D Rechnungen
724,73,505,Forderungen aus Dahrlehen
724,73,510,SI Vertraege BCS
724,73,511,Bottom Line Price
724,73,601,Verkaeufe
724,73,650,CD Software
724,73,700,Wechseldiskont
724,73,750,Unearned Interest
724,73,780,Inkasso
724,73,801,Kauf gebrauchter Maschinen
724,73,850,CGI Provision
724,73,901,Trade in
724,73,ASC,ASCENTIAL Migration
724,73,CON,ConsulRisk
724,73,DAT,DATAMIRROR Migration
724,73,DLD,IEMS Billing
724,73,DPS,Pre Packaged Services
724,73,DSM,IPLA migriert
724,73,DSW,IPLA and rational
724,73,ETS,E und TS
724,73,FNT,FileNet
724,73,IFX,Informix
724,73,ISS,ISS
724,73,LPC,LPC Rechnungen
724,73,LPD,LPC IPLA
724,73,LPS,Lotus Prof Services
724,73,MAF,MAX 2000 Credit Card
724,73,MAX,MAX 2000 Credit Card
724,73,MRO,MRO Migration
724,73,PC0,PS Com
724,73,PRN,PRINCETON Migration
724,73,PWC,PWC Migration
724,73,STK,Softtec Migration
724,73,UBG,Beratung
726,01,200,
726,01,201,
726,01,280,
726,01,410,
726,01,411,
726,01,600,LPC INVOICES
726,01,EML,ESW MONTHLY CHARGES
726,01,ESW,ENTITLED SOFTWARE
740,#L,ATT,TSA Charge
740,#L,CAT,SW License Charge
740,#L,COF,Commercial Financing
740,#L,DPC,DPA
