Cty,LC,R/T,Descr
740,#L,DSW,Distributed SW Purchase
740,#L,ESW,SW Purchase
740,#L,FTO,FTO Services
740,#L,GBS,Global Business SVCS
740,#L,GPR,GPR Charge
740,#L,GTS,Global Tech SVCS
740,#L,HWP,HW Purchase
740,#L,IPC,IPP
740,#L,ITM,Maintenance Service
740,#L,LEA,Leasing
740,#L,LP1,Late Payment Charge
740,#L,LP2,Interest Charge
740,#L,LP3,Interest Charge
740,#L,LPC,Late Payment Charge
740,#L,MSA,MSA Charge
740,#L,NCU,Other Charges
740,#L,PAR,Parts Stock Purchase
740,#L,PEC,Per Call Service
740,#L,PMT,Multiple Supplies
740,#L,PRE,Prepayment
740,#L,REG,Other Charges
740,#L,SAP,HVEC Purchase
740,#L,SG1,Financed Business
740,#L,SG2,Financed Business
740,#L,SWP,SW Purchase
740,#L,TFN,Defer Payment Business
740,#L,TSA,Transition Support Agreement
740,#L,VAT,VAT Recharge
740,02,GPI,Infoprint GP
740,45,GEO,GEODIS PROCUREMENT
740,45,GPI,Infoprint GP
740,45,GPP,GEODIS P2P
754,30,003,MISC SEE INVOICE FOR DETAIL
754,30,009,MISC SEE INVOICE FOR DETAIL
754,30,010,COMPUTER BILLING
754,30,011,COMPUTER BILLING
754,30,012,IBM INFORMATION NETWORK
754,30,013,IBM INFORMATION NETWORK
754,30,014,PERSONAL COMPUTER
754,30,015,PERSONAL COMPUTER
754,30,016,PERSONAL COMPUTER
754,30,017,MAINTENANCE AGREEMENT
754,30,018,MAINTENANCE AGREEMENT CREDIT
754,30,019,CHIS
754,30,020,TYPEWRITER/PRINTER
754,30,021,CHIS CREDITS
754,30,022,COMPUTER/OFFICE SUPPLIES
754,30,026,COMPUTER/OFFICE SUPPLIES
754,30,027,TYPEWRITER/PRINTER
754,30,028,MISC - SEE INVOICE FOR DETAIL
754,30,02A,SEQUENT
754,30,02B,SEQUENT
754,30,02C,SEQUENT
754,30,02D,SEQUENT
754,30,02E,SEQUENT
754,30,02F,SEQUENT
754,30,02G,SEQUENT
754,30,02H,SEQUENT
754,30,02K,SEQUENT
754,30,02L,SEQUENT
754,30,02M,SEQUENT
754,30,02N,SEQUENT
754,30,02P,SEQUENT
754,30,02Q,SEQUENT
754,30,02R,SEQUENT
754,30,02S,SEQUENT
754,30,02T,CHIS
754,30,02U,SEQUENT
754,30,02V,SEQUENT
754,30,02W,SEQUENT
754,30,02X,SEQUENT
754,30,02Y,SEQUENT
754,30,030,MISC - SEE INVOICE FOR DETAIL
754,30,031,COMPUTER PARTS EXCHANGE
754,30,032,LITERATURE
754,30,033,COMPUTER PARTS TRANSPORT
754,30,034,MISC - SEE INVOICE DETAILS
754,30,035,MISC - SEE INVOICE FOR DETAILS
754,30,037,PURCHASE OF RENTAL EQUIPMENT
754,30,038,PURCHASE OF RENTAL EQUIPMENT
754,30,039,COMPUTER HARDWARE
754,30,03A,SEQUENT
754,30,03B,SEQUENT
754,30,040,LITERATURE
754,30,041,COMPUTER PARTS EXCHANGE
754,30,042,COMPUTER HARDWARE RENTAL
754,30,043,MISC - SEE INVOICE FOR DETAILS
754,30,044,MISC - SEE INVOICE FOR DETAILS
754,30,045,COMPUTER HARDWARE
754,30,046,MAINTENANCE
754,30,047,EDUCATION
754,30,048,MAINTENANCE
754,30,049,MISC - SEE INVOICE DETAILS
754,30,04A,BANK OF SCOTLAND
754,30,04B,SEQUENT
754,30,050,COMPUTER BILLING
754,30,051,COMPUTER BILLING
754,30,052,HOURLY SERVICE MAINT
754,30,053,HOURLY SERVICE MAINT
754,30,054,USAGE CHARGES
754,30,055,USAGE CHARGES
754,30,058,PROFESSIONAL SERVICES
754,30,059,PROFESSIONAL SERVICES
754,30,060,SOFTWARE
754,30,061,SOFTWARE
754,30,062,MISC - SEE INVOICE FOR DETAILS
754,30,063,MISC - SEE INVOICE FOR DETAILS
754,30,064,MISC - SEE INVOICE FOR DETAILS
754,30,065,SOFTWARE RENTAL
754,30,066,COMPUTER BILLING
754,30,067,COMPUTER BILLING
754,30,068,SOFTWARE
754,30,070,COMPUTER HARDWARE RENTAL
754,30,072,MISC - SEE INVOICE FOR DETAILS
754,30,073,COMPUTER SYSTEM SERVICE
754,30,074,COMPUTER SYSTEM SERVICE
754,30,075,TYPEWRITER MAINTENANCE
754,30,078,USAGE CHARGES
754,30,080,CGI #1
754,30,082,COMPUTER BILLING
754,30,083,CGI #2
754,30,085,MISC - SEE INVOICE FOR DETAILS
754,30,087,MISC - SEE INVOICE FOR DETAILS
754,30,088,COMPUTER HARDWARE
754,30,090,SOFTWARE RENTAL
754,30,092,PROFESSIONAL SERVICES
754,30,093,PROFESSIONAL SERVICES
754,30,094,PROFESSIONAL SERVICES
754,30,095,PROFESSIONAL SERVICES
754,30,096,INTEREST INVOICE
754,30,097,CREDIT OF INTEREST CHARGE
754,30,098,LATE PAYMENT FEES
754,30,099,CREDIT OF LATE PAYMENT FEES
754,30,0AA,CUSTOMER FINANCING
754,30,0BA,CUSTOMER FINANCING
754,30,COF,DEALER FINANCE
754,30,DSM,IPLA MIGRATION
754,30,DSW,IPLA
754,30,ESW,ESW BILLING
754,30,FNT,FILENET MIGRATION
754,30,GEO,GEODIS PROCUREMENT
754,30,GPP,GEODIS P2P
754,30,IFX,INFORMIX
754,30,LED,LED
754,30,LPD,IPLA LPC
754,30,LPS,LOTUS PROF. SERVICES
754,30,PBS,PROFESSIONAL BILLING SERVICES
754,30,PC0,PC COMPANY
754,30,PWC,PWC MIGRATION
754,30,SAP,PC COMPANY
756,02,102,REGULAR WTC DOL - ACCOUNTS
756,02,103,REGULAR ISR DOL - ACCOUNTS
756,02,106,REGULAR ITA DOL - ACCOUNTS
756,02,10A,IS BILLING SHK AT&T
756,02,10B,REGULAR WTC SHK
756,02,10C,IS BILLING SHK ISR
756,02,10F,REGULAR ITA SHK
756,02,122,REGULAR WTC DOL PS- ACCOUNTS
756,02,131,SERVICE SHK
756,02,132,SERVICE SHK
756,02,133,SERVICE SHK
756,02,13B,SERVICE SHK
756,02,13C,SERVICE SHK
756,02,13F,SERVICE SHK
756,02,142,REGULAR WTC DOL SI- ACCOUNTS
756,02,14B,REGULAR WTC SHK
756,02,14C,REGULAR ISR SHK
756,02,14F,REGULAR ITA SHK
756,02,15C,AT&T  SHK
756,02,192,SERVICE WTC DOL - PSG
756,02,193,SERVICE ISR DOL - PSG
756,02,196,SERVICE ITA DOL - PSG
756,02,19A,IS SERVICE SHK PSG
756,02,19B,SERVICE WTC SHK PSG
756,02,19C,IS BILLING SHK ISR
756,02,202,RATIONAL [
756,02,20C,AD-PMT ISR SHK
756,02,212,DEV LON WT $
756,02,213,DEV LON ISR $
756,02,216,DEV LON ITA $
756,02,322,AR  IPP WT $
756,02,323,AR  IPP WT $
756,02,326,AR  IPP ITA $
756,02,32B,L   BILLING  ISR
756,02,32C,ESSA DUE SHK  IS
756,02,32F, ITA SHK
756,02,332,ESSA INTEREST DOL -
756,02,333,IPP   DOL ISR
756,02,336,IPP  INTEREST DOL - ISR
756,02,33C,ESSA INTEREST SHK
756,02,33F, ITA SHK
756,02,352,FIN WT $ IN PROS
756,02,353,FIN IS $ IN PROS
756,02,356,FIN WT $ IN PROS
756,02,35C,FIN INS PROS ISR
756,02,362,OTC  FIN WT  $
756,02,363,OTC  FIN IS  $
756,02,366,OTC  FIN ITA $
756,02,36C,ESSA FIN ISR SHK
756,02,36F, ITA SHK
756,02,372,O.T.C FIN WT $
756,02,376,O.T.C IN ITA $
756,02,37B,ESSA FIN WT  SHK
756,02,37C,ESSA FIN ISR SHK
756,02,37F, ITA SHK
756,02,426,DPA $ ITA
756,02,42C,DPA IS SHK ISR
756,02,512,TLA WT $
756,02,516,TLA ITA $
756,02,51B,TLA WT SHK
756,02,522,OPERATING LEASE [
756,02,602,LEGAL FIN WT  $
756,02,603,LEGAL FIN ISR $
756,02,606,LEGAL FIN NIS ITA
756,02,60B,LEGAL FIN  SHK WT
756,02,60C,LEGAL FIN SHK ISR
756,02,60F,LEGAL FIN NIS ITA
756,02,612,LEGAL REG $ WT
756,02,613,LEGAL ISR $ FIN
756,02,616,LEGAL REG $ IT
756,02,61A,LEGAL REG  SHK AT&T
756,02,61B,LEGAL REG  SHK  WT
756,02,61C,LEGAL REG  SHK
756,02,61F,LEGAL REG NIS ITLY
756,02,64A,LEGAL P/S SHK
756,02,64B,LEGAL P/S SHK
756,02,64C,LEGAL P/S SHK
756,02,64F,LEGAL P/S SHK
756,02,712,ORS PON WT DOL -
756,02,713,ORS PON ISR DOL -
756,02,716,ORS PON ITA DOL -
756,02,71A,ORS PON AT&T SHK
756,02,71B,ORS PON WT SHK
756,02,71C,ORS PON ISR SHK
756,02,71F, ITA SHK
756,02,722,ORS PS WT $
756,02,726,ORS PS WT $
756,02,72B,ORS PS WT  SHK
756,02,72C,ORS PS ISR SHK
756,02,742,PS PON WT $
756,02,743,ORS PS ISR $
756,02,746,PS PON ITA$
756,02,74B,ORS PS WT  AHK
756,02,74C,ORS PS ISR SHK
756,02,772,ORS PON WT DOL -
756,02,ESW,ENTITLED SOFTWARE
756,02,GEO,GEODIS PROCUREMENT
756,02,GPP,GEODIS P2P
756,02,LP2,LATE PAYMENT CHARGES
756,03,10C,IS BILLING SHK ISR
756,03,12C,ISR SOFTWARE PRODUCTS RENTAL
756,03,13C,SERVICE SHK
756,03,14C,REGULAR ISR SHK
756,03,15C,AT&T  SHK
756,03,19C,SERVICE PSG SHK
756,03,20C,AD-PMT ISR SHK
756,03,32C,ESSA DUE SHK  IS
756,03,33C,ESSA INTEREST SHK
756,03,35C,FIN INS PROS ISR
756,03,36C,ESSA FIN ISR SHK
756,03,37C,ESSA FIN ISR SHK
756,03,42C,DPA IS SHK ISR
756,03,44C,PC
756,03,51C,TLA WT SHK
756,03,52C,OPERATING LEASE SHK
756,03,60C,LEGAL FIN SHK ISR
756,03,61C,LEGAL REG  SHK
756,03,64C,LEGAL P/S SHK
756,03,70C,BCS
756,03,71C,ORS PON ISR SHK
756,03,72C,ORS PS ISR SHK
756,03,74C,ORS PS ISR SHK
756,03,ESW,ENTITLED SOFTWARE
756,03,FIX,FILESX MIGRATION
756,03,GEO,GEODIS PROCUREMENT
756,03,GPP,GEODIS P2P
756,03,LPC,LATE PAYMENT CHARGES
756,03,XIV,XIV MIGRATION
756,07,10G,IIS BILL SHEKEL
756,07,17G,IIS SHEK BILL ORIGINAL [
756,07,70G,BCS
756,07,LPG,LATE PAYMENT CHARGES
756,08,10H,IGSI BILL SHEKEL
756,08,17H,IGSI SHEK BILL ORIGINAL [
756,08,20H,AD-PMT ISR SHK
756,08,38H,IGSI SO FINANCE
756,08,61H,
756,08,70H,BCS
756,08,LPH,LATE PAYMENT CHARGES
758,01,100,SERVIZI (MULTIFACTOR)
758,01,101,FATTURATO PSG
758,01,102,FATTURATO PSG
758,01,103,FATTURATO PSG
758,01,104,FATTURATO PSG
758,01,123,LOTUS
758,01,206,PON CEDUTO IBM FACTOR
758,01,207,RIMBORSI R S
758,01,208,RIMBORSI PON
758,01,209,ESTENSIONE TLA
758,01,210,NOLEGGIO USO ADDIZ
758,01,211,CESSIONI DIVERSE
758,01,212,SW OTC DA CED. IBM F. XS
758,01,213,ACCESSORI CONTRASSEGNO
758,01,215,ACCESSORI
758,01,216,R/L DA CEDERE A COMIT
758,01,217,MASS MAILING
758,01,218,VEND. BCA <25 POI
758,01,220,PON
758,01,221,POI
758,01,222,PON PAG. ANTICIPATO 'L'
758,01,223,PON DA CEDERE A COMIT
758,01,224,PON CEDUTO A COMIT
758,01,225,MANUTENZIONE CED IBM FACT
758,01,226,SYSTEM INTEGRATION
758,01,227,SYSTEM INTEGRATION
758,01,228,IPP BANK PON
758,01,229,POI IPP
758,01,230,DCS
758,01,231,SOFTWARE DA CEDERE X SAL
758,01,232,SOFTWARE FACTOR CEDUTO
758,01,233,SOFTWARE OTC ILCUTO
758,01,234,RIACQUISTI SOFTWARE
758,01,235,PR SP SOFTW DA CEDERE IF
758,01,236,SOFTW DA CEDERE IFI
758,01,237,SOFTW PAGAM. ANTICIPATO
758,01,238,PROG SPEC MARKTG
758,01,239,SOFTW DA CEDERE COMIT X S
758,01,240,M A MOROSI FCTORMIT
758,01,241,MANUTENZIONE DA CEDERE
758,01,242,MANUTENZIONE CEDUTA
758,01,243,MANUTENZIONE DIRECT D
758,01,244,RIACQUISTI MANUTENZIONE
758,01,245,MANUTENZIONE
758,01,246,MANUTENZIONE PER CALL
758,01,247,MANUTENZIONE PAGAM ANTIC
758,01,250,SERVIZI ASSISTENZA
758,01,251,MANUTENZIONE CASH
758,01,252,MANUTENZIONE CONTRASSEGNO
758,01,255,CREDITO ROTATIVO
758,01,256,MANUT. ROTATIVO SALDO
758,01,257,MANUT. N/C IS
758,01,259,VENDITA DISPENSE
758,01,260,EDUCATION DISPENSE
758,01,261,SW OTC FINANCING X SALD
758,01,262,INTERESSI SW OTC FINANCI
758,01,263,SW OTC FINANCI PUBB
758,01,264,MANUTENZIONE DA CEDERE IBM FA
758,01,265,MENUTENZIONE FINANCING
758,01,268,PON DA CEDERE IBM FAC X SALD
758,01,270,PON
758,01,271,POI
758,01,272,TLA RISCATTI
758,01,273,TLA PER SALDATO AUTOMATICO
758,01,274,INTERESSI 3090
758,01,275,PON SLA
758,01,276,TLA PER SALDATO AUTOMATICO
758,01,277,TLA RISCATTO ANT. CASH
758,01,280,RIASCQUISTI FACTOR
758,01,281,RIOS RITENUTA D'ACCONTO
758,01,282,RIOS RITENUTA D'ACCONTO
758,01,283,BUY BACK
758,01,284,RIOS RITENUTA D'ACCONTO
758,01,286,PRESTITI COMMERCIALI
758,01,288,PROGRAMMI SPECIALI
758,01,295,SLA CLIENTI PUBBLICI
758,01,296,INTERESSI SU PIANI DI RE
758,01,297,PENALI SU RITARDATO PAGAMENTO
758,01,298,RECUPERO SPESE INCASSO
758,01,299,INTERESSI DI MORA TLA SW
758,01,300,RIOS RITENUTA D'ACCONTO
758,01,306,VENDITE VARIE SCHEDE
758,01,307,VENDITE VARIE MODULI
758,01,308,VENDITE VARIE A.B.S
758,01,309,SERVIZI
758,01,310,VENDITE VARIE A.W.D
758,01,311,CESSIONI DIVERSE
758,01,312,VENDITE T.P.M
758,01,313,VENDITE T.P.M
758,01,314,SERV. VAR CONSOC
758,01,315,SERV. VAR CONSOC
758,01,317,SERV. VAR CONSOC
758,01,318,SERV. VAR CONSOC
758,01,319,ANTICIPI VENDITE/SERVIZI CLIEN
758,01,321,VENDITE/SERVIZI CLIENTI
758,01,322,VENDITE/SERVIZI CLIENTI
758,01,323,VENDITE/SERVIZI CLIENTI
758,01,324,SERVIZI
758,01,325,VENDITE/SERVIZI CLIENTI
758,01,326,VENDITE/SERVIZI CLIENTI
758,01,330,SLA SENZA INTERESSI
758,01,331,VENDITE VARIE
758,01,332,SERVIZI
758,01,333,VEN/SERVIZI CLIENTI
758,01,334,DROPSHIPMENT TPM
758,01,335,DROPSHIPMENT TPM
758,01,360,EDUC.-PROGETTO IBM SCUOLE 96
758,01,368,PON X CESS. IBM FACTORING
758,01,369,MANUTENZ. X CESS. IBM FACTORIN
758,01,380,CREDITI AX PDS
758,01,385,REC/RIMB. IVA A CONSOC
758,01,395,INTERESSI SU DPA
758,01,397,PENALI RIT. PAG. (JANUS)
758,01,399,INTEREST OF MORA TLA SW PERO
758,01,401,IBM FACTOR NEW OFFERING
758,01,407,EDUCS DA CEDERE IBM FACT. X S
758,01,408,EDUCS CEDUTO IBM FACTORING
758,01,409,RIACQUISTI EDUCS IBM FACT
758,01,410,NOLEGGIO EX DPI
758,01,411,SW OTC CEDUTO IBM FACTOR
758,01,412,RIACQUISTI IBM FACTOR
758,01,413,ACCESSORI CONTRASSEGNO
758,01,415,ACCESSORI CASH
758,01,416,SAP VENDITA
758,01,418,SAP SYSTEM INTEGRATION
758,01,419,SAP DA CEDERE IBM FACTOR
758,01,420,SYSTEM INTEGRATION
758,01,421,TWR CASH
758,01,422,PON PAG. ANTICIPATO 'D'
758,01,423,TWR RISCQUISTI FACTOR
758,01,424,TWR CONTRASSEGNO
758,01,425,PARTI MACCHINA CASH
758,01,426,TWS CEDUTO A COMIT
758,01,430,SERVIZI ASSISTENZA
758,01,431,RIACQUISTI PA FACTOR
758,01,432,PA CEDUTO A FACTOR
758,01,433,PROG SPEC MARKTG
758,01,434,OPERAZIONE CARTA SI
758,01,435,PC CASH
758,01,437,RECUPERO IVA
758,01,451,PC CASH
758,01,452,PC CONTRASSEGNO
758,01,453,RIACQUISTI FACTOR
758,01,455,PC CREDITO ROTATIVO X SA
758,01,459,PC CREDITO ROTATIVO SALD
758,01,460,FINANCIAL IBM DEAL
758,01,468,PC N/C ISTITUZIONALI
758,01,471,PC DA CEDERE IBM FACTORING
758,01,472,PC N/C DA CEDE. IBM FAC
758,01,473,PON CEDUTO IBM FACTOR
758,01,474,RIACQUISTI IBM FACTOR
758,01,475,SAP CEDUTO IBM FACTOR
758,01,476,DROPPING DA IBM
758,01,477,SAP CREDITO ROTATIVO SALDATO
758,01,495,INTERESSI FINANCIAL DEAL
758,01,500,SERVIZI SC EX ISSC
758,01,550,SERVIZI
758,01,560,EDUCATION PAGAMENTO ANTIC
758,01,561,SPESE PROG/SERV. CONS
758,01,564,OFA2 MANUALE
758,01,567,SHORT TEAM FINANCING RATEALE
758,01,568,DEFERRED PAYMENT 1998
758,01,569,SERVIZI
758,01,570,CONTR.IMPLICITI SEG.ISSF
758,01,620,VENDITE TLA
758,01,636,DEFERRED PAYMENT
758,01,656,OFA
758,01,661,SW OTC FINANCING
758,01,665,MANUTENZIONE FINANCING
758,01,666,SLA NO INTERESSI
758,01,667,SLA SENZA INTERESSI
758,01,669,DEFERRED PAYMENT SW
758,01,673,TLA X SALDATO AUTOMATICO
758,01,675,SLA
758,01,676,SLA PREST. COM. RISC 6000
758,01,678,SHORT TERM LOAN NO INTERESSI
758,01,679,SHORT TERM LOAN CON INTERESSI
758,01,680,PRESTITI COMMERCIALI
758,01,710,FATTURATO ESW
758,01,711,FATTURATO ESW
758,01,712,FATTURATO ESW
758,01,713,FATTURATO ESW
758,01,714,FATTURATO ESW
758,01,715,FATTURATO CANON
758,01,716,CONSIP PORT-IT CASH
758,01,718,CONSIP PORTATILI-NO T618
758,01,728,ADMINISTRATIVE SERVICES VS BP
758,01,749,SERVIZI (MULTIFACTOR)
758,01,750,SERVIZI (MULTIFACTOR)
758,01,751,SERVIZI (MULTIFACTOR)
758,01,752,SERVIZI (MULTIFACTOR)
758,01,753,IGF COLLECTION PUBLIC
758,01,754,SERVIZI (MULTIFACTOR)
758,01,755,SERVIZI (MULTIFACTOR)
758,01,756,SERVIZI (MULTIFACTOR)
758,01,800,SERVIZI (MULTIFACTOR)
758,01,801,SERVIZI (MULTIFACTOR)
758,01,802,SERVIZI (MULTIFACTOR)
758,01,803,IGF COLLEC. PUBLIC NO CONSIP
758,01,804,SERVIZI (MULTIFACTOR)
758,01,805,SERVIZI (MULTIFACTOR)
758,01,806,SERVIZI (MULTIFACTOR)
758,01,807,SERVIZI (MULTIFACTOR)
758,01,830,FATTURA CON PAGAMENTO RATEALE
758,01,906,SERVIZI
758,01,907,PENALI RIT. CONS/INST SP
758,01,908,VENDITA ROTTAMI/PREZIOSI
758,01,909,SERV. MAGAZ/TRAS-ROTTAMI
758,01,910,MATERIALE VARIO
758,01,913,INTERESSI PER MOV. SU NS
758,01,917,SERVIZI A IBM SEMEA SUD
758,01,918,SERVIZI A IBM SERV. FIN
758,01,919,SERVIZI A INCOS
758,01,ASC,ASCENTIAL.MIGRATION
758,01,CO1,COGNOS MIGRATION
758,01,CRW,CROSSWORLD
758,01,DSM,IPLA MIGRATION
758,01,DSW,IPLA
758,01,FNT,FILENET MIGRATION
758,01,GEO,GEODIS PROCUREMENT
758,01,GPP,GEODIS P2P
758,01,GVL,MIGRATION-GLOBAL VALUE SPA
758,01,IFX,INFORMIX
758,01,ISS,ISS MIGRATION
758,01,LE1,BILLING RENTAL
758,01,LE2,BILLING RENTAL
758,01,LED,PC CASH
758,01,LEV,BILLING RENTAL
758,01,LPD,IPLA LPC
758,01,LPS,LOTUS
758,01,M05,SERVIZI (MULTIFACTOR)
758,01,M09,ESTENS. TLA (MULTIFACTOR)
758,01,M10,NOLEGGIO USO ADD. MULTIFACTOR
758,01,M15,ACCESSORI MULTIFACTOR
758,01,M20,CASH PON MULTIFACTOR
758,01,M21,CASH POI MULTIFACTOR
758,01,M26,SYSTEM INTEGRATION MULTIFACTOR
758,01,M30,DCS MULTIFACTOR
758,01,M33,SOFTWARE OTC ILCUTO MULTIFACT
758,01,M34,OPERAZIONE CARTA 'SI'
758,01,M35,"PC CASH DA CEDERE (H,V,W)"
758,01,M38,SERVIZI (MULTIFACTOR)
758,01,M45,MANUTENZIONE MULTIFACTOR
758,01,M46,MANUTENZIONE PER CALL MULTIFAC
758,01,M50,SERVIZI ASSISTENZA MULTIFACTOR
758,01,M59,DISPENSE MULTIFACTOR
758,01,M60,CORSI  (MULTIFACTOR)
758,01,M63,SW PUBBL.CEDUTO FACTOR MULTIF
758,01,M69,EDUCATION DISPENSE MULTIFACTOR
758,01,M72,TLA RISCATTI MULTIFACTOR
758,01,M73,LOCAZIONE FINANZIARIA MULTIF
758,01,M75,PON SLA MULTIFACTOR
758,01,M77,TLA RISCATTI PAG.ANTIC
758,01,M88,PROGRAMMI SPECIALI
758,01,M95,CESSIONI DIVERSE
758,01,MRO,MRO MIGRATION
758,01,PBS,PROFESSIONAL BILLING SERVICES
758,01,PRN,PRINCETON MIGRATION
758,01,PWC,PWC INTEGRATION
758,01,STK,STK MIGRATION
758,01,TIV,PON
758,01,TL1,TELELOGIC W2 MIGRATION
758,03,245,MANUTENZIONE
758,03,609,ESTENSIONE TLA
758,03,613,FATT. INTERESSI INTRACOM
758,03,620,PON
758,03,636,DEFERRED PAYMENT
758,03,656,OFA
758,03,661,SW OTC FINANCING X SALD AUT
758,03,662,INTERESSI SW OTC FINANCING
758,03,665,MANUTENZIONE FINAN
758,03,666,SLA SENZA INTERESSI
758,03,667,SLA SENZA INTERESSI
758,03,671,VENDITE EOL A SEMEA
758,03,672,TLA RISCATTI
758,03,673,TLA X SALDATO AUTOMATICO
758,03,675,SLA SUB
758,03,676,SLA PREST. RISC 6000
758,03,677,TLA RISCATTI ANTIC. CASH
758,03,678,SHORT TERM LOAN NO INTERESSI
758,03,679,SHORT TERM LOAN CON INTERESSI
758,03,680,PRESTITI COMMERCIALI
758,03,681,INTERESSI DI MORA PREST. COMM
758,03,683,INTERESSI JANUS TLA
758,03,684,INTERESSI DI MORA MANUTENZ
758,03,689,RECUPERO ITP BUSINESS PART
758,03,695,SLA SOLUZIONE UNICA
758,03,696,INTERESSI SU PIANI DI RECUPERO
758,03,697,PENALI SU RITARDATO PAGAMENTO
758,03,698,PENALI SU RITARDATO PAG. JAN
758,03,699,INTERESSI DI MORA TLA SW SU
758,03,700,INTERESSI MORA TLA
758,03,719,NEW TLA PROJECT CONSIP
758,03,723,MUTUO FINANZIAMENTO IBM/ISSF
758,03,724,CAPITAL A/R CAR LEASING
758,03,726,ADDEBITO X DIPEND. ASSEGNATI
758,03,727,A/R INVOICES VAT REFUND
758,03,729,GUARANTEE FEES
758,03,880,CESSIONI A FACTOR PON/SLA
758,03,M75,CESSIONI A FACTOR PON/SLA
758,03,M80,CESS. FABER FACTOR PREST. COMM
785,#L,ATT,TSA Charge
785,#L,CAT,SW License Charge
785,#L,COF,Commercial Financing
785,#L,DPC,DPA
785,#L,DSW,Distributed SW Purchase
785,#L,ESW,SW Purchase
785,#L,EWM,SW License Charge
785,#L,EWO,SW Purchase
785,#L,FTO,FTO Services
785,#L,GBS,Global Business SVCS
785,#L,GPR,GPR Charge
785,#L,GTS,Global Tech SVCS
785,#L,HWP,HW Purchase
785,#L,IPC,IPP
785,#L,ITM,Maintenance Service
785,#L,LEA,Leasing
785,#L,LP1,Late Payment Charge
785,#L,LP2,Interest Charge
785,#L,LP3,Interest Charge
785,#L,LPC,Late Payment Charge
785,#L,MSA,MSA Charge
785,#L,NCU,Other Charges
785,#L,PAR,Parts Stock Purchase
785,#L,PEC,Per Call Service
785,#L,PMT,Multiple Supplies
785,#L,PRE,Prepayment
785,#L,REG,Other Charges
785,#L,SAP,HVEC Purchase
785,#L,SG1,Financed Business
785,#L,SG2,Financed Business
785,#L,SWP,SW Purchase
785,#L,TFN,Defer Payment Business
785,#L,TSA,Transition Support Agreement
785,#L,VAT,VAT Recharge
785,AB,GPI,Infoprint GP
785,BH,GPI,Infoprint GP
785,DB,COF,Commercial Financing
785,DB,GPI,Infoprint GP
785,EG,GPI,Infoprint GP
785,JO,GPI,Infoprint GP
785,KW,GPI,Infoprint GP
785,LB,GPI,Infoprint GP
785,OM,GPI,Infoprint GP
785,PK,GPI,Infoprint GP
